Month,Peak,Gain,% Gain,Average,Avg % Gain
September 2016,278,0,+0.0%,-,-
August 2016,278,-136,-32.9%,-,-
July 2016,414,+54,+15.0%,-,-
June 2016,360,+38,+11.8%,-,-
May 2016,322,-47,-12.7%,-,-
April 2016,369,-45,-10.9%,-,-
March 2016,414,-2,-0.5%,-,-
February 2016,416,-86,-17.1%,-,-
January 2016,502,+51,+11.3%,-,-
December 2015,451,-28,-5.8%,-,-
November 2015,479,-322,-40.2%,-,-
October 2015,801,+521,+186.1%,-,-
September 2015,280,-19,-6.4%,-,-
August 2015,299,-101,-25.3%,-,-
July 2015,400,-174,-30.3%,-,-
June 2015,574,+245,+74.5%,-,-
May 2015,329,+67,+25.6%,-,-
April 2015,262,-79,-23.2%,-,-
March 2015,341,-68,-16.6%,-,-
February 2015,409,-67,-14.1%,-,-
January 2015,476,-435,-47.7%,-,-
December 2014,911,+32,+3.6%,-,-
November 2014,879,-90,-9.3%,-,-
October 2014,969,-334,-25.6%,-,-
September 2014,"1,303",+890,+215.5%,-,-
August 2014,413,-121,-22.7%,-,-
July 2014,534,-267,-33.3%,-,-
June 2014,801,-88,-9.9%,-,-
May 2014,889,+545,+158.4%,-,-
April 2014,344,-73,-17.5%,-,-
March 2014,417,-483,-53.7%,-,-
February 2014,900,-129,-12.5%,-,-
January 2014,"1,029",-82,-7.4%,-,-
December 2013,"1,111",-146,-11.6%,-,-
November 2013,"1,257",+717,+132.8%,-,-
October 2013,540,+65,+13.7%,-,-
September 2013,475,+28,+6.3%,-,-
August 2013,447,-81,-15.3%,-,-
July 2013,528,-170,-24.4%,-,-
June 2013,698,+302,+76.3%,-,-
May 2013,396,-24,-5.7%,-,-
April 2013,420,-860,-67.2%,-,-
March 2013,"1,280",+14,+1.1%,-,-
February 2013,"1,266",+646,+104.2%,-,-
January 2013,620,"-1,006",-61.9%,-,-
December 2012,"1,626",-52,-3.1%,-,-
November 2012,"1,678",-527,-23.9%,-,-
October 2012,"2,205",+7,+0.3%,-,-
September 2012,"2,198","+1,384",+170.0%,-,-
August 2012,814,-678,-45.4%,-,-
July 2012,"1,492",0,+0.0%,-,-
June 2012,"1,492",-222,-13.0%,-,-
May 2012,"1,714","+1,655","+2,805.1%",-,-
February 2012,59,-878,-93.7%,-,-
January 2012,937,-4,-0.4%,-,-
December 2011,941,+799,+562.7%,-,-
October 2011,142,-187,-56.8%,-,-
September 2011,329,-335,-50.5%,-,-
August 2011,664,-584,-46.8%,-,-
July 2011,"1,248",+380,+43.8%,-,-
June 2011,868,-335,-27.8%,-,-
May 2011,"1,203",-943,-43.9%,-,-
April 2011,"2,146","-1,702",-44.2%,-,-
March 2011,"3,848",-,-,-,-
