Month,Peak,Gain,% Gain,Average,Avg % Gain
October 2014,178,-266,-59.9%,-,-
September 2014,444,+420,"+1,750.0%",-,-
August 2014,24,-8,-25.0%,-,-
July 2014,32,-3,-8.6%,-,-
June 2014,35,-19,-35.2%,-,-
May 2014,54,+33,+157.1%,-,-
April 2014,21,-13,-38.2%,-,-
March 2014,34,-108,-76.1%,-,-
February 2014,142,+8,+6.0%,-,-
January 2014,134,-,-,-,-
