Month,Peak,Gain,% Gain,Average,Avg % Gain
March 2017,"20,668","-5,457",-20.9%,-,-
February 2017,"26,125","-5,934",-18.5%,-,-
January 2017,"32,059","+2,115",+7.1%,-,-
December 2016,"29,944","+8,602",+40.3%,-,-
November 2016,"21,342","+3,438",+19.2%,-,-
October 2016,"17,904",-816,-4.4%,-,-
September 2016,"18,720",-186,-1.0%,-,-
August 2016,"18,906","-12,292",-39.4%,-,-
July 2016,"31,198","-22,447",-41.8%,-,-
June 2016,"53,645","+4,133",+8.3%,-,-
May 2016,"49,512","+39,164",+378.5%,-,-
April 2016,"10,348","-1,261",-10.9%,-,-
March 2016,"11,609","-3,199",-21.6%,-,-
February 2016,"14,808","-8,666",-36.9%,-,-
January 2016,"23,474","+2,101",+9.8%,-,-
December 2015,"21,373","+7,553",+54.7%,-,-
November 2015,"13,820","-6,891",-33.3%,-,-
October 2015,"20,711","+7,019",+51.3%,-,-
September 2015,"13,692",-189,-1.4%,-,-
August 2015,"13,881","-8,266",-37.3%,-,-
July 2015,"22,147","-33,206",-60.0%,-,-
June 2015,"55,353","-36,913",-40.0%,-,-
May 2015,"92,266",-2,-0.0%,-,-
April 2015,"92,268",-,-,-,-
