Month,Peak,Gain,% Gain,Average,Avg % Gain
September 2019,123,+47,+61.8%,-,-
August 2019,76,-9,-10.6%,-,-
July 2019,85,-24,-22.0%,-,-
June 2019,109,+45,+70.3%,-,-
May 2019,64,-36,-36.0%,-,-
April 2019,100,-16,-13.8%,-,-
March 2019,116,-19,-14.1%,-,-
February 2019,135,+6,+4.7%,-,-
January 2019,129,+6,+4.9%,-,-
December 2018,123,+4,+3.4%,-,-
November 2018,119,-20,-14.4%,-,-
October 2018,139,+31,+28.7%,-,-
September 2018,108,-61,-36.1%,-,-
August 2018,169,+33,+24.3%,-,-
July 2018,136,-99,-42.1%,-,-
June 2018,235,+151,+179.8%,-,-
May 2018,84,-125,-59.8%,-,-
April 2018,209,-41,-16.4%,-,-
March 2018,250,+109,+77.3%,-,-
February 2018,141,-28,-16.6%,-,-
January 2018,169,-36,-17.6%,-,-
December 2017,205,+82,+66.7%,-,-
November 2017,123,+12,+10.8%,-,-
October 2017,111,-18,-14.0%,-,-
September 2017,129,+56,+76.7%,-,-
August 2017,73,-44,-37.6%,-,-
July 2017,117,0,+0.0%,-,-
June 2017,117,+58,+98.3%,-,-
May 2017,59,-1,-1.7%,-,-
April 2017,60,-16,-21.1%,-,-
March 2017,76,-49,-39.2%,-,-
February 2017,125,+16,+14.7%,-,-
January 2017,109,-8,-6.8%,-,-
December 2016,117,-71,-37.8%,-,-
November 2016,188,+127,+208.2%,-,-
October 2016,61,+6,+10.9%,-,-
September 2016,55,-14,-20.3%,-,-
August 2016,69,-44,-38.9%,-,-
July 2016,113,+29,+34.5%,-,-
June 2016,84,+5,+6.3%,-,-
May 2016,79,-13,-14.1%,-,-
April 2016,92,-97,-51.3%,-,-
March 2016,189,+23,+13.9%,-,-
February 2016,166,-44,-21.0%,-,-
January 2016,210,+6,+2.9%,-,-
December 2015,204,+49,+31.6%,-,-
November 2015,155,-72,-31.7%,-,-
October 2015,227,-14,-5.8%,-,-
September 2015,241,+180,+295.1%,-,-
August 2015,61,-8,-11.6%,-,-
July 2015,69,-71,-50.7%,-,-
June 2015,140,+83,+145.6%,-,-
May 2015,57,+10,+21.3%,-,-
April 2015,47,-14,-23.0%,-,-
March 2015,61,-35,-36.5%,-,-
February 2015,96,-175,-64.6%,-,-
January 2015,271,+156,+135.7%,-,-
December 2014,115,-3,-2.5%,-,-
November 2014,118,+50,+73.5%,-,-
October 2014,68,-73,-51.8%,-,-
September 2014,141,+90,+176.5%,-,-
August 2014,51,-14,-21.5%,-,-
July 2014,65,-25,-27.8%,-,-
June 2014,90,+20,+28.6%,-,-
May 2014,70,+27,+62.8%,-,-
April 2014,43,-22,-33.8%,-,-
March 2014,65,-36,-35.6%,-,-
February 2014,101,+27,+36.5%,-,-
January 2014,74,-45,-37.8%,-,-
December 2013,119,-9,-7.0%,-,-
November 2013,128,+87,+212.2%,-,-
October 2013,41,-18,-30.5%,-,-
September 2013,59,-89,-60.1%,-,-
August 2013,148,+78,+111.4%,-,-
July 2013,70,-59,-45.7%,-,-
June 2013,129,+79,+158.0%,-,-
May 2013,50,-24,-32.4%,-,-
April 2013,74,+18,+32.1%,-,-
March 2013,56,-41,-42.3%,-,-
February 2013,97,-18,-15.7%,-,-
January 2013,115,-125,-52.1%,-,-
December 2012,240,+158,+192.7%,-,-
November 2012,82,-379,-82.2%,-,-
October 2012,461,+436,"+1,744.0%",-,-
September 2012,25,-3,-10.7%,-,-
August 2012,28,-10,-26.3%,-,-
July 2012,38,-48,-55.8%,-,-
June 2012,86,+55,+177.4%,-,-
May 2009,31,-307,-90.8%,-,-
April 2009,338,+326,"+2,716.7%",-,-
March 2009,12,+6,+100.0%,-,-
February 2009,6,-6,-50.0%,-,-
January 2009,12,+5,+71.4%,-,-
December 2008,7,0,+0.0%,-,-
November 2008,7,-4,-36.4%,-,-
October 2008,11,-3,-21.4%,-,-
September 2008,14,-,-,-,-
