Month,Peak,Gain,% Gain,Average,Avg % Gain
October 2020,47,+5,+11.9%,-,-
September 2020,42,-6,-12.5%,-,-
August 2020,48,-1,-2.0%,-,-
July 2020,49,-17,-25.8%,-,-
June 2020,66,-5,-7.0%,-,-
May 2020,71,-7,-9.0%,-,-
April 2020,78,-7,-8.2%,-,-
March 2020,85,+39,+84.8%,-,-
February 2020,46,-2,-4.2%,-,-
January 2020,48,0,+0.0%,-,-
December 2019,48,+14,+41.2%,-,-
November 2019,34,-1,-2.9%,-,-
October 2019,35,-16,-31.4%,-,-
September 2019,51,+16,+45.7%,-,-
August 2019,35,0,+0.0%,-,-
July 2019,35,+2,+6.1%,-,-
June 2019,33,-1,-2.9%,-,-
May 2019,34,-1,-2.9%,-,-
April 2019,35,-9,-20.5%,-,-
March 2019,44,-3,-6.4%,-,-
February 2019,47,+5,+11.9%,-,-
January 2019,42,+1,+2.4%,-,-
December 2018,41,-1,-2.4%,-,-
November 2018,42,+3,+7.7%,-,-
October 2018,39,+2,+5.4%,-,-
September 2018,37,-5,-11.9%,-,-
August 2018,42,-1,-2.3%,-,-
July 2018,43,-11,-20.4%,-,-
June 2018,54,+16,+42.1%,-,-
May 2018,38,-10,-20.8%,-,-
April 2018,48,-13,-21.3%,-,-
March 2018,61,+25,+69.4%,-,-
February 2018,36,-6,-14.3%,-,-
January 2018,42,+1,+2.4%,-,-
December 2017,41,-2,-4.7%,-,-
November 2017,43,+5,+13.2%,-,-
October 2017,38,0,+0.0%,-,-
September 2017,38,+11,+40.7%,-,-
August 2017,27,-11,-28.9%,-,-
July 2017,38,+1,+2.7%,-,-
June 2017,37,+7,+23.3%,-,-
May 2017,30,+3,+11.1%,-,-
April 2017,27,-7,-20.6%,-,-
March 2017,34,+1,+3.0%,-,-
February 2017,33,-4,-10.8%,-,-
January 2017,37,-4,-9.8%,-,-
December 2016,41,+1,+2.5%,-,-
November 2016,40,-5,-11.1%,-,-
October 2016,45,+15,+50.0%,-,-
September 2016,30,+3,+11.1%,-,-
August 2016,27,-11,-28.9%,-,-
July 2016,38,+3,+8.6%,-,-
June 2016,35,+7,+25.0%,-,-
May 2016,28,-6,-17.6%,-,-
April 2016,34,-3,-8.1%,-,-
March 2016,37,-12,-24.5%,-,-
February 2016,49,+4,+8.9%,-,-
January 2016,45,-3,-6.3%,-,-
December 2015,48,+5,+11.6%,-,-
November 2015,43,-13,-23.2%,-,-
October 2015,56,-7,-11.1%,-,-
September 2015,63,+37,+142.3%,-,-
August 2015,26,-9,-25.7%,-,-
July 2015,35,-16,-31.4%,-,-
June 2015,51,+24,+88.9%,-,-
May 2015,27,-4,-12.9%,-,-
April 2015,31,+1,+3.3%,-,-
March 2015,30,-2,-6.3%,-,-
February 2015,32,-43,-57.3%,-,-
January 2015,75,+38,+102.7%,-,-
December 2014,37,-6,-14.0%,-,-
November 2014,43,+15,+53.6%,-,-
October 2014,28,-19,-40.4%,-,-
September 2014,47,+26,+123.8%,-,-
August 2014,21,-5,-19.2%,-,-
July 2014,26,-11,-29.7%,-,-
June 2014,37,+6,+19.4%,-,-
May 2014,31,+12,+63.2%,-,-
April 2014,19,-3,-13.6%,-,-
March 2014,22,-13,-37.1%,-,-
February 2014,35,+2,+6.1%,-,-
January 2014,33,-5,-13.2%,-,-
December 2013,38,-16,-29.6%,-,-
November 2013,54,+37,+217.6%,-,-
October 2013,17,-8,-32.0%,-,-
September 2013,25,-15,-37.5%,-,-
August 2013,40,+20,+100.0%,-,-
July 2013,20,-21,-51.2%,-,-
June 2013,41,+27,+192.9%,-,-
May 2013,14,-8,-36.4%,-,-
April 2013,22,+6,+37.5%,-,-
March 2013,16,-5,-23.8%,-,-
February 2013,21,-20,-48.8%,-,-
January 2013,41,-11,-21.2%,-,-
December 2012,52,+14,+36.8%,-,-
November 2012,38,+32,+533.3%,-,-
October 2012,6,-,-,-,-
