Month,Peak,Gain,% Gain,Average,Avg % Gain
April 2021,101,-18,-15.1%,-,-
March 2021,119,+23,+24.0%,-,-
February 2021,96,-44,-31.4%,-,-
January 2021,140,+8,+6.1%,-,-
December 2020,132,-4,-2.9%,-,-
November 2020,136,+64,+88.9%,-,-
October 2020,72,+9,+14.3%,-,-
September 2020,63,-23,-26.7%,-,-
August 2020,86,-8,-8.5%,-,-
July 2020,94,-15,-13.8%,-,-
June 2020,109,-5,-4.4%,-,-
May 2020,114,-36,-24.0%,-,-
April 2020,150,-47,-23.9%,-,-
March 2020,197,+89,+82.4%,-,-
February 2020,108,+25,+30.1%,-,-
January 2020,83,-6,-6.7%,-,-
December 2019,89,+10,+12.7%,-,-
November 2019,79,+21,+36.2%,-,-
October 2019,58,-67,-53.6%,-,-
September 2019,125,+73,+140.4%,-,-
August 2019,52,-21,-28.8%,-,-
July 2019,73,0,+0.0%,-,-
June 2019,73,+24,+49.0%,-,-
May 2019,49,-9,-15.5%,-,-
April 2019,58,-42,-42.0%,-,-
March 2019,100,-4,-3.8%,-,-
February 2019,104,+14,+15.6%,-,-
January 2019,90,-12,-11.8%,-,-
December 2018,102,+18,+21.4%,-,-
November 2018,84,-34,-28.8%,-,-
October 2018,118,+41,+53.2%,-,-
September 2018,77,-29,-27.4%,-,-
August 2018,106,+14,+15.2%,-,-
July 2018,92,-94,-50.5%,-,-
June 2018,186,+131,+238.2%,-,-
May 2018,55,-78,-58.6%,-,-
April 2018,133,-51,-27.7%,-,-
March 2018,184,+56,+43.8%,-,-
February 2018,128,+10,+8.5%,-,-
January 2018,118,-22,-15.7%,-,-
December 2017,140,+45,+47.4%,-,-
November 2017,95,+46,+93.9%,-,-
October 2017,49,-8,-14.0%,-,-
September 2017,57,+8,+16.3%,-,-
August 2017,49,-30,-38.0%,-,-
July 2017,79,-11,-12.2%,-,-
June 2017,90,+46,+104.5%,-,-
May 2017,44,-6,-12.0%,-,-
April 2017,50,-9,-15.3%,-,-
March 2017,59,-38,-39.2%,-,-
February 2017,97,+11,+12.8%,-,-
January 2017,86,-14,-14.0%,-,-
December 2016,100,-30,-23.1%,-,-
November 2016,130,+74,+132.1%,-,-
October 2016,56,+11,+24.4%,-,-
September 2016,45,-12,-21.1%,-,-
August 2016,57,-30,-34.5%,-,-
July 2016,87,+14,+19.2%,-,-
June 2016,73,+17,+30.4%,-,-
May 2016,56,-11,-16.4%,-,-
April 2016,67,-62,-48.1%,-,-
March 2016,129,-8,-5.8%,-,-
February 2016,137,-9,-6.2%,-,-
January 2016,146,+27,+22.7%,-,-
December 2015,119,+2,+1.7%,-,-
November 2015,117,-100,-46.1%,-,-
October 2015,217,+1,+0.5%,-,-
September 2015,216,+169,+359.6%,-,-
August 2015,47,-5,-9.6%,-,-
July 2015,52,-59,-53.2%,-,-
June 2015,111,+59,+113.5%,-,-
May 2015,52,+6,+13.0%,-,-
April 2015,46,-9,-16.4%,-,-
March 2015,55,-27,-32.9%,-,-
February 2015,82,-120,-59.4%,-,-
January 2015,202,+106,+110.4%,-,-
December 2014,96,-5,-5.0%,-,-
November 2014,101,+47,+87.0%,-,-
October 2014,54,-82,-60.3%,-,-
September 2014,136,+85,+166.7%,-,-
August 2014,51,-1,-1.9%,-,-
July 2014,52,-28,-35.0%,-,-
June 2014,80,+18,+29.0%,-,-
May 2014,62,+22,+55.0%,-,-
April 2014,40,-23,-36.5%,-,-
March 2014,63,-28,-30.8%,-,-
February 2014,91,+35,+62.5%,-,-
January 2014,56,-44,-44.0%,-,-
December 2013,100,-14,-12.3%,-,-
November 2013,114,+63,+123.5%,-,-
October 2013,51,-9,-15.0%,-,-
September 2013,60,-76,-55.9%,-,-
August 2013,136,+67,+97.1%,-,-
July 2013,69,-92,-57.1%,-,-
June 2013,161,+109,+209.6%,-,-
May 2013,52,-24,-31.6%,-,-
April 2013,76,+12,+18.8%,-,-
March 2013,64,-35,-35.4%,-,-
February 2013,99,-20,-16.8%,-,-
January 2013,119,-148,-55.4%,-,-
December 2012,267,+167,+167.0%,-,-
November 2012,100,-313,-75.8%,-,-
October 2012,413,+388,"+1,552.0%",-,-
September 2012,25,-2,-7.4%,-,-
August 2012,27,+2,+8.0%,-,-
July 2012,25,-43,-63.2%,-,-
June 2012,68,-347,-83.6%,-,-
December 2009,415,+405,"+4,050.0%",-,-
May 2009,10,+2,+25.0%,-,-
April 2009,8,-1,-11.1%,-,-
March 2009,9,-3,-25.0%,-,-
February 2009,12,+9,+300.0%,-,-
January 2009,3,-61,-95.3%,-,-
December 2008,64,-,-,-,-
