Month,Peak,Gain,% Gain,Average,Avg % Gain
September 2016,35,-1,-2.8%,-,-
August 2016,36,-16,-30.8%,-,-
July 2016,52,+3,+6.1%,-,-
June 2016,49,+16,+48.5%,-,-
May 2016,33,-14,-29.8%,-,-
April 2016,47,+2,+4.4%,-,-
March 2016,45,-18,-28.6%,-,-
February 2016,63,-25,-28.4%,-,-
January 2016,88,-9,-9.3%,-,-
December 2015,97,+51,+110.9%,-,-
November 2015,46,-32,-41.0%,-,-
October 2015,78,-2,-2.5%,-,-
September 2015,80,+46,+135.3%,-,-
August 2015,34,-8,-19.0%,-,-
July 2015,42,-19,-31.1%,-,-
June 2015,61,+32,+110.3%,-,-
May 2015,29,0,+0.0%,-,-
April 2015,29,0,+0.0%,-,-
March 2015,29,-33,-53.2%,-,-
February 2015,62,-24,-27.9%,-,-
January 2015,86,+37,+75.5%,-,-
December 2014,49,-12,-19.7%,-,-
November 2014,61,+14,+29.8%,-,-
October 2014,47,-7,-13.0%,-,-
September 2014,54,+26,+92.9%,-,-
August 2014,28,-5,-15.2%,-,-
July 2014,33,-9,-21.4%,-,-
June 2014,42,+9,+27.3%,-,-
May 2014,33,+8,+32.0%,-,-
April 2014,25,-4,-13.8%,-,-
March 2014,29,-23,-44.2%,-,-
February 2014,52,+10,+23.8%,-,-
January 2014,42,-9,-17.6%,-,-
December 2013,51,-1,-1.9%,-,-
November 2013,52,+26,+100.0%,-,-
October 2013,26,-3,-10.3%,-,-
September 2013,29,-24,-45.3%,-,-
August 2013,53,+19,+55.9%,-,-
July 2013,34,-30,-46.9%,-,-
June 2013,64,+42,+190.9%,-,-
May 2013,22,-8,-26.7%,-,-
April 2013,30,+4,+15.4%,-,-
March 2013,26,-15,-36.6%,-,-
February 2013,41,-32,-43.8%,-,-
January 2013,73,-26,-26.3%,-,-
December 2012,99,+51,+106.3%,-,-
November 2012,48,+41,+585.7%,-,-
October 2012,7,-,-,-,-
