Month,Peak,Gain,% Gain,Average,Avg % Gain
January 2015,"3,247",-592,-15.4%,-,-
December 2014,"3,839","+1,047",+37.5%,-,-
November 2014,"2,792",-122,-4.2%,-,-
October 2014,"2,914",+904,+45.0%,-,-
September 2014,"2,010","-3,091",-60.6%,-,-
August 2014,"5,101",+32,+0.6%,-,-
July 2014,"5,069","-3,741",-42.5%,-,-
June 2014,"8,810",+121,+1.4%,-,-
May 2014,"8,689","+4,810",+124.0%,-,-
April 2014,"3,879","+1,506",+63.5%,-,-
March 2014,"2,373","-8,302",-77.8%,-,-
February 2014,"10,675",+17,+0.2%,-,-
January 2014,"10,658","+7,586",+246.9%,-,-
December 2013,"3,072",0,+0.0%,-,-
November 2013,"3,072","+1,707",+125.1%,-,-
October 2013,"1,365",-816,-37.4%,-,-
September 2013,"2,181","-1,715",-44.0%,-,-
August 2013,"3,896",-986,-20.2%,-,-
July 2013,"4,882",+5,+0.1%,-,-
June 2013,"4,877",+32,+0.7%,-,-
May 2013,"4,845","+3,187",+192.2%,-,-
April 2013,"1,658",+17,+1.0%,-,-
March 2013,"1,641",-554,-25.2%,-,-
February 2013,"2,195",-772,-26.0%,-,-
January 2013,"2,967",-41,-1.4%,-,-
December 2012,"3,008",+275,+10.1%,-,-
November 2012,"2,733",+564,+26.0%,-,-
October 2012,"2,169","+1,540",+244.8%,-,-
September 2012,629,-380,-37.7%,-,-
August 2012,"1,009",-887,-46.8%,-,-
July 2012,"1,896",+27,+1.4%,-,-
June 2012,"1,869",+575,+44.4%,-,-
May 2012,"1,294","-1,133",-46.7%,-,-
April 2012,"2,427","+1,790",+281.0%,-,-
February 2012,637,-37,-5.5%,-,-
January 2012,674,-42,-5.9%,-,-
December 2011,716,-87,-10.8%,-,-
November 2011,803,"-1,768",-68.8%,-,-
October 2011,"2,571",-66,-2.5%,-,-
September 2011,"2,637","+1,456",+123.3%,-,-
August 2011,"1,181","-1,153",-49.4%,-,-
July 2011,"2,334","-2,080",-47.1%,-,-
June 2011,"4,414","-4,976",-53.0%,-,-
May 2011,"9,390",-,-,-,-
