Month,Peak,Gain,% Gain,Average,Avg % Gain
February 2021,"1,766",-726,-29.1%,-,-
January 2021,"2,492",+222,+9.8%,-,-
December 2020,"2,270",+299,+15.2%,-,-
November 2020,"1,971",+177,+9.9%,-,-
October 2020,"1,794",-353,-16.4%,-,-
September 2020,"2,147",-74,-3.3%,-,-
August 2020,"2,221",+153,+7.4%,-,-
July 2020,"2,068",-154,-6.9%,-,-
June 2020,"2,222",-868,-28.1%,-,-
May 2020,"3,090","-1,045",-25.3%,-,-
April 2020,"4,135",-164,-3.8%,-,-
March 2020,"4,299",-157,-3.5%,-,-
February 2020,"4,456","-7,430",-62.5%,-,-
January 2020,"11,886",-799,-6.3%,-,-
December 2019,"12,685","+10,897",+609.5%,-,-
November 2019,"1,788",+547,+44.1%,-,-
October 2019,"1,241",-746,-37.5%,-,-
September 2019,"1,987",+431,+27.7%,-,-
August 2019,"1,556",-537,-25.7%,-,-
July 2019,"2,093",-113,-5.1%,-,-
June 2019,"2,206","+1,064",+93.2%,-,-
May 2019,"1,142","-1,040",-47.7%,-,-
April 2019,"2,182",+962,+78.9%,-,-
March 2019,"1,220",-720,-37.1%,-,-
February 2019,"1,940",+227,+13.3%,-,-
January 2019,"1,713",+20,+1.2%,-,-
December 2018,"1,693",-69,-3.9%,-,-
November 2018,"1,762",+374,+26.9%,-,-
October 2018,"1,388",-717,-34.1%,-,-
September 2018,"2,105",+853,+68.1%,-,-
August 2018,"1,252",-577,-31.5%,-,-
July 2018,"1,829",-507,-21.7%,-,-
June 2018,"2,336",+981,+72.4%,-,-
May 2018,"1,355","-1,161",-46.1%,-,-
April 2018,"2,516",+905,+56.2%,-,-
March 2018,"1,611","-1,085",-40.2%,-,-
February 2018,"2,696",+492,+22.3%,-,-
January 2018,"2,204",-147,-6.3%,-,-
December 2017,"2,351",+333,+16.5%,-,-
November 2017,"2,018",-783,-28.0%,-,-
October 2017,"2,801",+800,+40.0%,-,-
September 2017,"2,001",+312,+18.5%,-,-
August 2017,"1,689",-480,-22.1%,-,-
July 2017,"2,169","-1,112",-33.9%,-,-
June 2017,"3,281","+1,088",+49.6%,-,-
May 2017,"2,193",+271,+14.1%,-,-
April 2017,"1,922",+159,+9.0%,-,-
March 2017,"1,763",-197,-10.1%,-,-
February 2017,"1,960",-598,-23.4%,-,-
January 2017,"2,558",+197,+8.3%,-,-
December 2016,"2,361",+320,+15.7%,-,-
November 2016,"2,041",-256,-11.1%,-,-
October 2016,"2,297",+639,+38.5%,-,-
September 2016,"1,658",-427,-20.5%,-,-
August 2016,"2,085",-847,-28.9%,-,-
July 2016,"2,932",-182,-5.8%,-,-
June 2016,"3,114",-166,-5.1%,-,-
May 2016,"3,280","+2,161",+193.1%,-,-
April 2016,"1,119",-213,-16.0%,-,-
March 2016,"1,332",-629,-32.1%,-,-
February 2016,"1,961","-1,212",-38.2%,-,-
January 2016,"3,173",+393,+14.1%,-,-
December 2015,"2,780",+477,+20.7%,-,-
November 2015,"2,303",+145,+6.7%,-,-
October 2015,"2,158",+40,+1.9%,-,-
September 2015,"2,118",+505,+31.3%,-,-
August 2015,"1,613","-1,136",-41.3%,-,-
July 2015,"2,749","-3,965",-59.1%,-,-
June 2015,"6,714","-1,623",-19.5%,-,-
May 2015,"8,337","+6,300",+309.3%,-,-
April 2015,"2,037",+13,+0.6%,-,-
March 2015,"2,024",-98,-4.6%,-,-
February 2015,"2,122",+513,+31.9%,-,-
January 2015,"1,609",-560,-25.8%,-,-
December 2014,"2,169",+820,+60.8%,-,-
November 2014,"1,349",-581,-30.1%,-,-
October 2014,"1,930",+960,+99.0%,-,-
September 2014,970,"-1,877",-65.9%,-,-
August 2014,"2,847",+14,+0.5%,-,-
July 2014,"2,833","-2,081",-42.3%,-,-
June 2014,"4,914",+7,+0.1%,-,-
May 2014,"4,907","+2,827",+135.9%,-,-
April 2014,"2,080",+9,+0.4%,-,-
March 2014,"2,071","-4,734",-69.6%,-,-
February 2014,"6,805",+20,+0.3%,-,-
January 2014,"6,785","+5,254",+343.2%,-,-
December 2013,"1,531",+55,+3.7%,-,-
November 2013,"1,476",+672,+83.6%,-,-
October 2013,804,-876,-52.1%,-,-
September 2013,"1,680","-1,319",-44.0%,-,-
August 2013,"2,999",+49,+1.7%,-,-
July 2013,"2,950",-516,-14.9%,-,-
June 2013,"3,466",+23,+0.7%,-,-
May 2013,"3,443","+2,891",+523.7%,-,-
April 2013,552,-90,-14.0%,-,-
March 2013,642,-725,-53.0%,-,-
February 2013,"1,367",-584,-29.9%,-,-
January 2013,"1,951",+27,+1.4%,-,-
December 2012,"1,924",+353,+22.5%,-,-
November 2012,"1,571",+674,+75.1%,-,-
October 2012,897,+336,+59.9%,-,-
September 2012,561,-315,-36.0%,-,-
August 2012,876,-764,-46.6%,-,-
July 2012,"1,640",+27,+1.7%,-,-
June 2012,"1,613",+740,+84.8%,-,-
May 2012,873,-505,-36.6%,-,-
April 2012,"1,378",+589,+74.7%,-,-
December 2011,789,+203,+34.6%,-,-
November 2011,586,+54,+10.2%,-,-
October 2011,532,-7,-1.3%,-,-
September 2011,539,-43,-7.4%,-,-
August 2011,582,-190,-24.6%,-,-
July 2011,772,-651,-45.7%,-,-
June 2011,"1,423",-559,-28.2%,-,-
May 2011,"1,982","+1,178",+146.5%,-,-
April 2011,804,-26,-3.1%,-,-
March 2011,830,+111,+15.4%,-,-
February 2011,719,-980,-57.7%,-,-
January 2011,"1,699",-602,-26.2%,-,-
December 2010,"2,301","+1,696",+280.3%,-,-
November 2010,605,+341,+129.2%,-,-
October 2010,264,-55,-17.2%,-,-
September 2010,319,-11,-3.3%,-,-
August 2010,330,-423,-56.2%,-,-
July 2010,753,-374,-33.2%,-,-
June 2010,"1,127",+937,+493.2%,-,-
May 2010,190,+3,+1.6%,-,-
April 2010,187,-295,-61.2%,-,-
January 2010,482,+9,+1.9%,-,-
December 2009,473,+379,+403.2%,-,-
November 2009,94,-190,-66.9%,-,-
August 2009,284,+236,+491.7%,-,-
May 2009,48,+1,+2.1%,-,-
April 2009,47,-9,-16.1%,-,-
March 2009,56,+25,+80.6%,-,-
February 2009,31,+26,+520.0%,-,-
January 2009,5,-33,-86.8%,-,-
December 2008,38,+26,+216.7%,-,-
November 2008,12,-149,-92.5%,-,-
October 2008,161,-90,-35.9%,-,-
September 2008,251,-,-,-,-
