Month,Peak,Gain,% Gain,Average,Avg % Gain
January 2016,"2,196",-859,-28.1%,-,-
December 2015,"3,055","-1,956",-39.0%,-,-
November 2015,"5,011",+204,+4.2%,-,-
October 2015,"4,807","+2,342",+95.0%,-,-
September 2015,"2,465",-723,-22.7%,-,-
August 2015,"3,188","-1,905",-37.4%,-,-
July 2015,"5,093","-5,307",-51.0%,-,-
June 2015,"10,400","+9,141",+726.1%,-,-
May 2015,"1,259",+349,+38.4%,-,-
April 2015,910,-154,-14.5%,-,-
March 2015,"1,064",-99,-8.5%,-,-
February 2015,"1,163",-87,-7.0%,-,-
January 2015,"1,250",-293,-19.0%,-,-
December 2014,"1,543","-1,420",-47.9%,-,-
November 2014,"2,963",-16,-0.5%,-,-
October 2014,"2,979","+1,616",+118.6%,-,-
September 2014,"1,363",+22,+1.6%,-,-
August 2014,"1,341","-1,514",-53.0%,-,-
July 2014,"2,855",+45,+1.6%,-,-
June 2014,"2,810",+522,+22.8%,-,-
May 2014,"2,288","+1,327",+138.1%,-,-
April 2014,961,+32,+3.4%,-,-
March 2014,929,+32,+3.6%,-,-
February 2014,897,-170,-15.9%,-,-
January 2014,"1,067",-201,-15.9%,-,-
December 2013,"1,268",-485,-27.7%,-,-
November 2013,"1,753",+35,+2.0%,-,-
October 2013,"1,718",+608,+54.8%,-,-
September 2013,"1,110","-1,618",-59.3%,-,-
August 2013,"2,728",+42,+1.6%,-,-
July 2013,"2,686",+80,+3.1%,-,-
June 2013,"2,606","+1,776",+214.0%,-,-
May 2013,830,-30,-3.5%,-,-
April 2013,860,-9,-1.0%,-,-
March 2013,869,-52,-5.6%,-,-
February 2013,921,+1,+0.1%,-,-
January 2013,920,-117,-11.3%,-,-
December 2012,"1,037",-59,-5.4%,-,-
November 2012,"1,096",+22,+2.0%,-,-
October 2012,"1,074",+160,+17.5%,-,-
September 2012,914,"-1,919",-67.7%,-,-
August 2012,"2,833",+721,+34.1%,-,-
July 2012,"2,112",+33,+1.6%,-,-
June 2012,"2,079","+1,465",+238.6%,-,-
May 2012,614,-46,-7.0%,-,-
April 2012,660,-10,-1.5%,-,-
March 2012,670,-18,-2.6%,-,-
February 2012,688,-382,-35.7%,-,-
January 2012,"1,070",-198,-15.6%,-,-
December 2011,"1,268",+663,+109.6%,-,-
November 2011,605,-4,-0.7%,-,-
October 2011,609,-204,-25.1%,-,-
September 2011,813,"-1,111",-57.7%,-,-
August 2011,"1,924",+50,+2.7%,-,-
July 2011,"1,874","+1,437",+328.8%,-,-
June 2011,437,+5,+1.2%,-,-
May 2011,432,+13,+3.1%,-,-
April 2011,419,-39,-8.5%,-,-
March 2011,458,-45,-8.9%,-,-
February 2011,503,-304,-37.7%,-,-
January 2011,807,+13,+1.6%,-,-
December 2010,794,+293,+58.5%,-,-
November 2010,501,-130,-20.6%,-,-
October 2010,631,-164,-20.6%,-,-
September 2010,795,"-1,237",-60.9%,-,-
August 2010,"2,032","+1,353",+199.3%,-,-
July 2010,679,"-1,214",-64.1%,-,-
June 2010,"1,893","+1,529",+420.1%,-,-
May 2010,364,+55,+17.8%,-,-
April 2010,309,+43,+16.2%,-,-
March 2010,266,+54,+25.5%,-,-
February 2010,212,-362,-63.1%,-,-
January 2010,574,+198,+52.7%,-,-
December 2009,376,-,-,-,-
