Month,Peak,Gain,% Gain,Average,Avg % Gain
November 2013,260,+29,+12.6%,-,-
October 2013,231,+96,+71.1%,-,-
September 2013,135,-36,-21.1%,-,-
August 2013,171,-120,-41.2%,-,-
July 2013,291,-38,-11.6%,-,-
June 2013,329,+156,+90.2%,-,-
May 2013,173,-6,-3.4%,-,-
April 2013,179,-6,-3.2%,-,-
March 2013,185,+15,+8.8%,-,-
February 2013,170,-8,-4.5%,-,-
January 2013,178,+17,+10.6%,-,-
December 2012,161,+6,+3.9%,-,-
November 2012,155,+7,+4.7%,-,-
October 2012,148,+17,+13.0%,-,-
September 2012,131,-12,-8.4%,-,-
August 2012,143,-49,-25.5%,-,-
July 2012,192,+82,+74.5%,-,-
June 2012,110,-491,-81.7%,-,-
August 2011,601,+324,+117.0%,-,-
November 2010,277,-47,-14.5%,-,-
October 2010,324,+93,+40.3%,-,-
September 2010,231,-65,-22.0%,-,-
August 2010,296,-16,-5.1%,-,-
July 2010,312,-6,-1.9%,-,-
June 2010,318,+43,+15.6%,-,-
May 2010,275,+32,+13.2%,-,-
April 2010,243,+31,+14.6%,-,-
March 2010,212,+41,+24.0%,-,-
February 2010,171,+34,+24.8%,-,-
January 2010,137,-116,-45.8%,-,-
December 2009,253,+82,+48.0%,-,-
November 2009,171,-268,-61.0%,-,-
October 2009,439,-256,-36.8%,-,-
September 2009,695,-328,-32.1%,-,-
August 2009,"1,023",-574,-35.9%,-,-
July 2009,"1,597","+1,050",+192.0%,-,-
June 2009,547,-121,-18.1%,-,-
May 2009,668,+245,+57.9%,-,-
April 2009,423,-11,-2.5%,-,-
March 2009,434,-182,-29.5%,-,-
February 2009,616,+605,"+5,500.0%",-,-
January 2009,11,-564,-98.1%,-,-
December 2008,575,+190,+49.4%,-,-
November 2008,385,+152,+65.2%,-,-
October 2008,233,-,-,-,-
