Month,Peak,Gain,% Gain,Average,Avg % Gain
March 2019,80,+2,+2.6%,-,-
February 2019,78,-18,-18.8%,-,-
January 2019,96,+8,+9.1%,-,-
December 2018,88,+19,+27.5%,-,-
November 2018,69,-14,-16.9%,-,-
October 2018,83,+12,+16.9%,-,-
September 2018,71,-18,-20.2%,-,-
August 2018,89,+14,+18.7%,-,-
July 2018,75,-82,-52.2%,-,-
June 2018,157,+97,+161.7%,-,-
May 2018,60,-66,-52.4%,-,-
April 2018,126,-25,-16.6%,-,-
March 2018,151,+72,+91.1%,-,-
February 2018,79,-15,-16.0%,-,-
January 2018,94,-10,-9.6%,-,-
December 2017,104,0,+0.0%,-,-
November 2017,104,+33,+46.5%,-,-
October 2017,71,-12,-14.5%,-,-
September 2017,83,+46,+124.3%,-,-
August 2017,37,-34,-47.9%,-,-
July 2017,71,-18,-20.2%,-,-
June 2017,89,+51,+134.2%,-,-
May 2017,38,0,+0.0%,-,-
April 2017,38,-19,-33.3%,-,-
March 2017,57,-42,-42.4%,-,-
February 2017,99,+42,+73.7%,-,-
January 2017,57,-14,-19.7%,-,-
December 2016,71,-39,-35.5%,-,-
November 2016,110,+62,+129.2%,-,-
October 2016,48,+10,+26.3%,-,-
September 2016,38,-4,-9.5%,-,-
August 2016,42,-31,-42.5%,-,-
July 2016,73,+20,+37.7%,-,-
June 2016,53,+16,+43.2%,-,-
May 2016,37,-12,-24.5%,-,-
April 2016,49,-46,-48.4%,-,-
March 2016,95,-4,-4.0%,-,-
February 2016,99,-28,-22.0%,-,-
January 2016,127,+32,+33.7%,-,-
December 2015,95,+6,+6.7%,-,-
November 2015,89,-83,-48.3%,-,-
October 2015,172,-10,-5.5%,-,-
September 2015,182,+130,+250.0%,-,-
August 2015,52,+3,+6.1%,-,-
July 2015,49,-43,-46.7%,-,-
June 2015,92,+58,+170.6%,-,-
May 2015,34,-2,-5.6%,-,-
April 2015,36,0,+0.0%,-,-
March 2015,36,-26,-41.9%,-,-
February 2015,62,-109,-63.7%,-,-
January 2015,171,+100,+140.8%,-,-
December 2014,71,-4,-5.3%,-,-
November 2014,75,+32,+74.4%,-,-
October 2014,43,-57,-57.0%,-,-
September 2014,100,+67,+203.0%,-,-
August 2014,33,-10,-23.3%,-,-
July 2014,43,-32,-42.7%,-,-
June 2014,75,+27,+56.3%,-,-
May 2014,48,+21,+77.8%,-,-
April 2014,27,-25,-48.1%,-,-
March 2014,52,-29,-35.8%,-,-
February 2014,81,+41,+102.5%,-,-
January 2014,40,-57,-58.8%,-,-
December 2013,97,+4,+4.3%,-,-
November 2013,93,+63,+210.0%,-,-
October 2013,30,-2,-6.3%,-,-
September 2013,32,-90,-73.8%,-,-
August 2013,122,+76,+165.2%,-,-
July 2013,46,-41,-47.1%,-,-
June 2013,87,+55,+171.9%,-,-
May 2013,32,-24,-42.9%,-,-
April 2013,56,+23,+69.7%,-,-
March 2013,33,-20,-37.7%,-,-
February 2013,53,-12,-18.5%,-,-
January 2013,65,-88,-57.5%,-,-
December 2012,153,+102,+200.0%,-,-
November 2012,51,-236,-82.2%,-,-
October 2012,287,+271,"+1,693.8%",-,-
September 2012,16,+1,+6.7%,-,-
August 2012,15,-6,-28.6%,-,-
July 2012,21,-23,-52.3%,-,-
June 2012,44,+41,"+1,366.7%",-,-
May 2009,3,-1,-25.0%,-,-
April 2009,4,-1,-20.0%,-,-
March 2009,5,0,+0.0%,-,-
February 2009,5,+1,+25.0%,-,-
January 2009,4,-5,-55.6%,-,-
December 2008,9,+5,+125.0%,-,-
November 2008,4,-5,-55.6%,-,-
October 2008,9,+2,+28.6%,-,-
September 2008,7,-,-,-,-
