Month,Peak,Gain,% Gain,Average,Avg % Gain
April 2020,99,-13,-11.6%,-,-
March 2020,112,+49,+77.8%,-,-
February 2020,63,+11,+21.2%,-,-
January 2020,52,+1,+2.0%,-,-
December 2019,51,+7,+15.9%,-,-
November 2019,44,+2,+4.8%,-,-
October 2019,42,-2,-4.5%,-,-
September 2019,44,-3,-6.4%,-,-
August 2019,47,-1,-2.1%,-,-
July 2019,48,+13,+37.1%,-,-
June 2019,35,-4,-10.3%,-,-
May 2019,39,+4,+11.4%,-,-
April 2019,35,-14,-28.6%,-,-
March 2019,49,-1,-2.0%,-,-
February 2019,50,-2,-3.8%,-,-
January 2019,52,+1,+2.0%,-,-
December 2018,51,+3,+6.3%,-,-
November 2018,48,0,+0.0%,-,-
October 2018,48,-3,-5.9%,-,-
September 2018,51,+7,+15.9%,-,-
August 2018,44,+3,+7.3%,-,-
July 2018,41,-11,-21.2%,-,-
June 2018,52,+10,+23.8%,-,-
May 2018,42,-11,-20.8%,-,-
April 2018,53,-6,-10.2%,-,-
March 2018,59,+9,+18.0%,-,-
February 2018,50,+4,+8.7%,-,-
January 2018,46,+1,+2.2%,-,-
December 2017,45,+7,+18.4%,-,-
November 2017,38,-1,-2.6%,-,-
October 2017,39,-5,-11.4%,-,-
September 2017,44,+10,+29.4%,-,-
August 2017,34,-7,-17.1%,-,-
July 2017,41,+5,+13.9%,-,-
June 2017,36,+8,+28.6%,-,-
May 2017,28,-4,-12.5%,-,-
April 2017,32,-9,-22.0%,-,-
March 2017,41,+4,+10.8%,-,-
February 2017,37,+3,+8.8%,-,-
January 2017,34,-10,-22.7%,-,-
December 2016,44,+1,+2.3%,-,-
November 2016,43,0,+0.0%,-,-
October 2016,43,+15,+53.6%,-,-
September 2016,28,-5,-15.2%,-,-
August 2016,33,-7,-17.5%,-,-
July 2016,40,+5,+14.3%,-,-
June 2016,35,-6,-14.6%,-,-
May 2016,41,+3,+7.9%,-,-
April 2016,38,+4,+11.8%,-,-
March 2016,34,-23,-40.4%,-,-
February 2016,57,-1,-1.7%,-,-
January 2016,58,+1,+1.8%,-,-
December 2015,57,+9,+18.8%,-,-
November 2015,48,+3,+6.7%,-,-
October 2015,45,-6,-11.8%,-,-
September 2015,51,+17,+50.0%,-,-
August 2015,34,-1,-2.9%,-,-
July 2015,35,-8,-18.6%,-,-
June 2015,43,+11,+34.4%,-,-
May 2015,32,+9,+39.1%,-,-
April 2015,23,-3,-11.5%,-,-
March 2015,26,-13,-33.3%,-,-
February 2015,39,-12,-23.5%,-,-
January 2015,51,+14,+37.8%,-,-
December 2014,37,+6,+19.4%,-,-
November 2014,31,+4,+14.8%,-,-
October 2014,27,-7,-20.6%,-,-
September 2014,34,+14,+70.0%,-,-
August 2014,20,-1,-4.8%,-,-
July 2014,21,-3,-12.5%,-,-
June 2014,24,-2,-7.7%,-,-
May 2014,26,+6,+30.0%,-,-
April 2014,20,-8,-28.6%,-,-
March 2014,28,-7,-20.0%,-,-
February 2014,35,-3,-7.9%,-,-
January 2014,38,-3,-7.3%,-,-
December 2013,41,+4,+10.8%,-,-
November 2013,37,+19,+105.6%,-,-
October 2013,18,-5,-21.7%,-,-
September 2013,23,-12,-34.3%,-,-
August 2013,35,+9,+34.6%,-,-
July 2013,26,-9,-25.7%,-,-
June 2013,35,+18,+105.9%,-,-
May 2013,17,-1,-5.6%,-,-
April 2013,18,-1,-5.3%,-,-
March 2013,19,-5,-20.8%,-,-
February 2013,24,-7,-22.6%,-,-
January 2013,31,-20,-39.2%,-,-
December 2012,51,+24,+88.9%,-,-
November 2012,27,+24,+800.0%,-,-
October 2012,3,-,-,-,-
