Month,Peak,Gain,% Gain,Average,Avg % Gain
December 2014,"1,195",-448,-27.3%,-,-
November 2014,"1,643",+61,+3.9%,-,-
October 2014,"1,582","-1,877",-54.3%,-,-
September 2014,"3,459",+110,+3.3%,-,-
August 2014,"3,349","+2,575",+332.7%,-,-
July 2014,774,"-4,191",-84.4%,-,-
June 2014,"4,965",+86,+1.8%,-,-
May 2014,"4,879","+4,293",+732.6%,-,-
April 2014,586,+78,+15.4%,-,-
March 2014,508,-22,-4.2%,-,-
February 2014,530,"-1,593",-75.0%,-,-
January 2014,"2,123",-212,-9.1%,-,-
December 2013,"2,335","+1,369",+141.7%,-,-
November 2013,966,-7,-0.7%,-,-
October 2013,973,+152,+18.5%,-,-
September 2013,821,-690,-45.7%,-,-
August 2013,"1,511","-3,724",-71.1%,-,-
July 2013,"5,235",+57,+1.1%,-,-
June 2013,"5,178",-,-,-,-
