Month,Peak,Gain,% Gain,Average,Avg % Gain
June 2018,156,+70,+81.4%,-,-
May 2018,86,-21,-19.6%,-,-
April 2018,107,-9,-7.8%,-,-
March 2018,116,-24,-17.1%,-,-
February 2018,140,-19,-11.9%,-,-
January 2018,159,0,+0.0%,-,-
December 2017,159,-2,-1.2%,-,-
November 2017,161,-49,-23.3%,-,-
October 2017,210,+111,+112.1%,-,-
September 2017,99,-41,-29.3%,-,-
August 2017,140,-158,-53.0%,-,-
July 2017,298,+107,+56.0%,-,-
June 2017,191,+105,+122.1%,-,-
May 2017,86,0,+0.0%,-,-
April 2017,86,-7,-7.5%,-,-
March 2017,93,-26,-21.8%,-,-
February 2017,119,-85,-41.7%,-,-
January 2017,204,+4,+2.0%,-,-
December 2016,200,+50,+33.3%,-,-
November 2016,150,+15,+11.1%,-,-
October 2016,135,+42,+45.2%,-,-
September 2016,93,-6,-6.1%,-,-
August 2016,99,-142,-58.9%,-,-
July 2016,241,+46,+23.6%,-,-
June 2016,195,-204,-51.1%,-,-
May 2016,399,-242,-37.8%,-,-
April 2016,641,+535,+504.7%,-,-
March 2016,106,-14,-11.7%,-,-
February 2016,120,-139,-53.7%,-,-
January 2016,259,+66,+34.2%,-,-
December 2015,193,-55,-22.2%,-,-
November 2015,248,-51,-17.1%,-,-
October 2015,299,+216,+260.2%,-,-
September 2015,83,-14,-14.4%,-,-
August 2015,97,-9,-8.5%,-,-
July 2015,106,-105,-49.8%,-,-
June 2015,211,+124,+142.5%,-,-
May 2015,87,-14,-13.9%,-,-
April 2015,101,-111,-52.4%,-,-
March 2015,212,+97,+84.3%,-,-
February 2015,115,-9,-7.3%,-,-
January 2015,124,-33,-21.0%,-,-
December 2014,157,-172,-52.3%,-,-
November 2014,329,-101,-23.5%,-,-
October 2014,430,+311,+261.3%,-,-
September 2014,119,-160,-57.3%,-,-
August 2014,279,+134,+92.4%,-,-
July 2014,145,-2,-1.4%,-,-
June 2014,147,-14,-8.7%,-,-
May 2014,161,+8,+5.2%,-,-
April 2014,153,-110,-41.8%,-,-
March 2014,263,"-1,159",-81.5%,-,-
February 2014,"1,422",-93,-6.1%,-,-
January 2014,"1,515",+224,+17.4%,-,-
December 2013,"1,291",+620,+92.4%,-,-
November 2013,671,+66,+10.9%,-,-
October 2013,605,+225,+59.2%,-,-
September 2013,380,"-1,205",-76.0%,-,-
August 2013,"1,585",+109,+7.4%,-,-
July 2013,"1,476","+1,465","+13,318.2%",-,-
June 2013,11,+5,+83.3%,-,-
May 2013,6,+3,+100.0%,-,-
April 2013,3,-2,-40.0%,-,-
March 2013,5,+3,+150.0%,-,-
February 2013,2,-,-,-,-
