Month,Peak,Gain,% Gain,Average,Avg % Gain
May 2019,235,-41,-14.9%,-,-
April 2019,276,-17,-5.8%,-,-
March 2019,293,+15,+5.4%,-,-
February 2019,278,+34,+13.9%,-,-
January 2019,244,-51,-17.3%,-,-
December 2018,295,+50,+20.4%,-,-
November 2018,245,-2,-0.8%,-,-
October 2018,247,-86,-25.8%,-,-
September 2018,333,+143,+75.3%,-,-
August 2018,190,-88,-31.7%,-,-
July 2018,278,-184,-39.8%,-,-
June 2018,462,+50,+12.1%,-,-
May 2018,412,+198,+92.5%,-,-
April 2018,214,-78,-26.7%,-,-
March 2018,292,+54,+22.7%,-,-
February 2018,238,-102,-30.0%,-,-
January 2018,340,+8,+2.4%,-,-
December 2017,332,+6,+1.8%,-,-
November 2017,326,+8,+2.5%,-,-
October 2017,318,-111,-25.9%,-,-
September 2017,429,+229,+114.5%,-,-
August 2017,200,-90,-31.0%,-,-
July 2017,290,+45,+18.4%,-,-
June 2017,245,+44,+21.9%,-,-
May 2017,201,-165,-45.1%,-,-
April 2017,366,-95,-20.6%,-,-
March 2017,461,+154,+50.2%,-,-
February 2017,307,-353,-53.5%,-,-
January 2017,660,+18,+2.8%,-,-
December 2016,642,+266,+70.7%,-,-
November 2016,376,+170,+82.5%,-,-
October 2016,206,+11,+5.6%,-,-
September 2016,195,-8,-3.9%,-,-
August 2016,203,-72,-26.2%,-,-
July 2016,275,-15,-5.2%,-,-
June 2016,290,+67,+30.0%,-,-
May 2016,223,-59,-20.9%,-,-
April 2016,282,-52,-15.6%,-,-
March 2016,334,+40,+13.6%,-,-
February 2016,294,-63,-17.6%,-,-
January 2016,357,+33,+10.2%,-,-
December 2015,324,-28,-8.0%,-,-
November 2015,352,-303,-46.3%,-,-
October 2015,655,+431,+192.4%,-,-
September 2015,224,+2,+0.9%,-,-
August 2015,222,-108,-32.7%,-,-
July 2015,330,-536,-61.9%,-,-
June 2015,866,+613,+242.3%,-,-
May 2015,253,-12,-4.5%,-,-
April 2015,265,-126,-32.2%,-,-
March 2015,391,-800,-67.2%,-,-
February 2015,"1,191",+814,+215.9%,-,-
January 2015,377,-304,-44.6%,-,-
December 2014,681,+18,+2.7%,-,-
November 2014,663,-18,-2.6%,-,-
October 2014,681,-460,-40.3%,-,-
September 2014,"1,141",+860,+306.0%,-,-
August 2014,281,-107,-27.6%,-,-
July 2014,388,-178,-31.4%,-,-
June 2014,566,-100,-15.0%,-,-
May 2014,666,+416,+166.4%,-,-
April 2014,250,-66,-20.9%,-,-
March 2014,316,-368,-53.8%,-,-
February 2014,684,-270,-28.3%,-,-
January 2014,954,+78,+8.9%,-,-
December 2013,876,-202,-18.7%,-,-
November 2013,"1,078",+645,+149.0%,-,-
October 2013,433,+34,+8.5%,-,-
September 2013,399,+19,+5.0%,-,-
August 2013,380,-89,-19.0%,-,-
July 2013,469,-458,-49.4%,-,-
June 2013,927,+666,+255.2%,-,-
May 2013,261,-29,-10.0%,-,-
April 2013,290,-118,-28.9%,-,-
March 2013,408,-278,-40.5%,-,-
February 2013,686,+330,+92.7%,-,-
January 2013,356,-558,-61.1%,-,-
December 2012,914,-362,-28.4%,-,-
November 2012,"1,276",-37,-2.8%,-,-
October 2012,"1,313",+3,+0.2%,-,-
September 2012,"1,310",+331,+33.8%,-,-
August 2012,979,"-1,753",-64.2%,-,-
July 2012,"2,732",+5,+0.2%,-,-
June 2012,"2,727","+1,159",+73.9%,-,-
May 2012,"1,568",+793,+102.3%,-,-
April 2012,775,"-1,347",-63.5%,-,-
March 2012,"2,122",+188,+9.7%,-,-
February 2012,"1,934",+524,+37.2%,-,-
January 2012,"1,410","-1,695",-54.6%,-,-
December 2011,"3,105",+451,+17.0%,-,-
November 2011,"2,654",-,-,-,-
