Month,Peak,Gain,% Gain,Average,Avg % Gain
December 2016,"3,003",+956,+46.7%,-,-
November 2016,"2,047",+473,+30.1%,-,-
October 2016,"1,574",+25,+1.6%,-,-
September 2016,"1,549",-187,-10.8%,-,-
August 2016,"1,736","-2,830",-62.0%,-,-
July 2016,"4,566",+605,+15.3%,-,-
June 2016,"3,961","+2,175",+121.8%,-,-
May 2016,"1,786","-2,117",-54.2%,-,-
April 2016,"3,903","-1,588",-28.9%,-,-
March 2016,"5,491",+570,+11.6%,-,-
February 2016,"4,921","+1,474",+42.8%,-,-
January 2016,"3,447",-520,-13.1%,-,-
December 2015,"3,967",+129,+3.4%,-,-
November 2015,"3,838",-425,-10.0%,-,-
October 2015,"4,263","+2,901",+213.0%,-,-
September 2015,"1,362",-46,-3.3%,-,-
August 2015,"1,408",-488,-25.7%,-,-
July 2015,"1,896","-1,261",-39.9%,-,-
June 2015,"3,157","+1,696",+116.1%,-,-
May 2015,"1,461",-11,-0.7%,-,-
April 2015,"1,472",-699,-32.2%,-,-
March 2015,"2,171","-2,676",-55.2%,-,-
February 2015,"4,847",+121,+2.6%,-,-
January 2015,"4,726","-2,178",-31.5%,-,-
December 2014,"6,904",+16,+0.2%,-,-
November 2014,"6,888","+2,288",+49.7%,-,-
October 2014,"4,600",+839,+22.3%,-,-
September 2014,"3,761",+571,+17.9%,-,-
August 2014,"3,190","-2,735",-46.2%,-,-
July 2014,"5,925","-1,870",-24.0%,-,-
June 2014,"7,795",+63,+0.8%,-,-
May 2014,"7,732","+5,639",+269.4%,-,-
April 2014,"2,093","-2,451",-53.9%,-,-
March 2014,"4,544",-214,-4.5%,-,-
February 2014,"4,758","-5,891",-55.3%,-,-
January 2014,"10,649","-1,644",-13.4%,-,-
December 2013,"12,293","-3,756",-23.4%,-,-
November 2013,"16,049",+53,+0.3%,-,-
October 2013,"15,996",-,-,-,-
