Month,Peak,Gain,% Gain,Average,Avg % Gain
December 2019,"23,135",-604,-2.5%,-,-
November 2019,"23,739",+377,+1.6%,-,-
October 2019,"23,362","+3,121",+15.4%,-,-
September 2019,"20,241","-4,851",-19.3%,-,-
August 2019,"25,092",-572,-2.2%,-,-
July 2019,"25,664","+4,833",+23.2%,-,-
June 2019,"20,831","+1,007",+5.1%,-,-
May 2019,"19,824","+1,978",+11.1%,-,-
April 2019,"17,846","-2,147",-10.7%,-,-
March 2019,"19,993",-750,-3.6%,-,-
February 2019,"20,743","-3,432",-14.2%,-,-
January 2019,"24,175","-7,472",-23.6%,-,-
December 2018,"31,647","-1,938",-5.8%,-,-
November 2018,"33,585","-2,958",-8.1%,-,-
October 2018,"36,543","+7,929",+27.7%,-,-
September 2018,"28,614","-3,721",-11.5%,-,-
August 2018,"32,335","-8,949",-21.7%,-,-
July 2018,"41,284","-6,289",-13.2%,-,-
June 2018,"47,573","+21,847",+84.9%,-,-
May 2018,"25,726",-598,-2.3%,-,-
April 2018,"26,324","-4,196",-13.7%,-,-
March 2018,"30,520","-14,884",-32.8%,-,-
February 2018,"45,404","+8,645",+23.5%,-,-
January 2018,"36,759",-654,-1.7%,-,-
December 2017,"37,413","+3,676",+10.9%,-,-
November 2017,"33,737","-2,446",-6.8%,-,-
October 2017,"36,183","+4,222",+13.2%,-,-
September 2017,"31,961",-802,-2.4%,-,-
August 2017,"32,763","-4,074",-11.1%,-,-
July 2017,"36,837","-1,532",-4.0%,-,-
June 2017,"38,369","-11,550",-23.1%,-,-
May 2017,"49,919","+20,867",+71.8%,-,-
April 2017,"29,052","-2,780",-8.7%,-,-
March 2017,"31,832","-2,932",-8.4%,-,-
February 2017,"34,764","-6,800",-16.4%,-,-
January 2017,"41,564","+1,361",+3.4%,-,-
December 2016,"40,203",+97,+0.2%,-,-
November 2016,"40,106",-19,-0.0%,-,-
October 2016,"40,125","-8,876",-18.1%,-,-
September 2016,"49,001","+3,017",+6.6%,-,-
August 2016,"45,984","+4,483",+10.8%,-,-
July 2016,"41,501","-4,319",-9.4%,-,-
June 2016,"45,820","-28,414",-38.3%,-,-
May 2016,"74,234","+21,511",+40.8%,-,-
April 2016,"52,723","-4,446",-7.8%,-,-
March 2016,"57,169","-4,694",-7.6%,-,-
February 2016,"61,863","-54,770",-47.0%,-,-
January 2016,"116,633","-84,719",-42.1%,-,-
December 2015,"201,352","-269,963",-57.3%,-,-
November 2015,"471,315",-640,-0.1%,-,-
October 2015,"471,955","+471,953",∞,-,-
September 2015,2,+1,+100.0%,-,-
August 2015,1,-,-,-,-
